date,strategy,sp500,sixty40
2022-06-16,2.333842853333829,1.2437767273790008,1.1703107018513585
2022-06-17,2.3332360129718275,1.2464460082661415,1.1717710215524533
2022-06-21,2.33234596358639,1.277823496201744,1.1876011321949353
2022-06-22,2.339102978981164,1.2755068087103265,1.1903495313223058
2022-06-23,2.3410450525104225,1.288010107377205,1.1993347649824415
2022-06-24,2.3404381369925895,1.3289609656819794,1.2214552816036346
2022-06-27,2.3378487787852027,1.3238846945611897,1.2164801306160022
2022-06-28,2.337241933607498,1.296833961205278,1.2017599151783844
2022-06-29,2.340033496713219,1.2957778242603193,1.203943042535182
2022-06-30,2.3445241316524945,1.2852505237478327,1.200262873589132
2022-07-01,2.3585862451857507,1.2988440282931935,1.2118725743929126
2022-07-01,2.3727327211874805,1.3125813050933874,1.2235945715575314
2022-07-05,2.3721197117379758,1.315060212185149,1.2258897500063601
2022-07-06,2.358924118494701,1.3195015873913274,1.2250739144232419
2022-07-07,2.355461309808542,1.3392639855950839,1.2349760931825284
2022-07-08,2.3497214366788044,1.3381622491100573,1.2325191061338767
2022-07-11,2.351388457381191,1.322875655377467,1.2263602246162597
2022-07-12,2.3536254547794098,1.3111697052216649,1.2205243677566455
2022-07-13,2.34845766338175,1.304283852189074,1.218452219768925
2022-07-14,2.346709916242777,1.301116359793945,1.2149601575514923
2022-07-15,2.3500823208964583,1.325974289241898,1.2307959293047004
2022-07-18,2.347195519781876,1.3150257829201617,1.2231094550442354
2022-07-19,2.3420350215077423,1.3505567845688655,1.2422659120925488
2022-07-20,2.3414262696098627,1.359164100859514,1.2466744574627537
2022-07-21,2.354453672746655,1.3730046654553938,1.2584589273369822
2022-07-22,2.366377527807859,1.3602658373449017,1.2553798371472085
2022-07-25,2.362338413573314,1.3619184420726225,1.2544487967418279
2022-07-26,2.3600148593481016,1.3458055459763525,1.245446493116596
2022-07-27,2.3673892226932836,1.3807512501173747,1.2665922217609644
2022-07-28,2.3776313778596703,1.3980691704943569,1.279752519828549
2022-07-29,2.3770177997882627,1.418451295471144,1.2909960411406582
2022-09-01,2.3752575119284596,1.422902127007366,1.2911934342478455
2022-09-02,2.3804222078251573,1.4078985174745853,1.2845212764781884
2022-09-06,2.3751754576243376,1.4025862346735916,1.2768007479178125
2022-09-07,2.378604792626233,1.4277836841757858,1.294107904842319
2022-09-08,2.37567178774685,1.437116072880051,1.2975284549489834
2022-09-09,2.3736064406472304,1.459442018165461,1.3095708953455514
2022-09-12,2.3732762537565697,1.475127609949629,1.3172283167911993
2022-09-13,2.3651382960825336,1.410985384507656,1.2799009452765016
2022-09-14,2.3630732212429115,1.4163694549140786,1.2835030667094691
2022-09-15,2.360429880069359,1.4002890313002394,1.2732072685823332
2022-09-16,2.361545732634269,1.3896515367506523,1.2670435455210023
2022-09-19,2.3589025056881687,1.400428220262744,1.272169837968751
2022-09-20,2.357705126024257,1.3843533010440616,1.2611392511415502
2022-09-21,2.355640344187346,1.3602048797965571,1.2495316220888983
2022-09-22,2.351262493677555,1.3487794327285412,1.2379088847720026
2022-09-23,2.3483304730229015,1.3261808355311333,1.2239407179340103
2022-09-26,2.3430854925905087,1.3130613947339682,1.2103799174329095
2022-09-27,2.343044972230627,1.3097094496951507,1.2064572139235812
2022-09-28,2.3531237237402185,1.335479779832466,1.2284791411346514
2022-09-29,2.3499027564232597,1.3075829469284674,1.2105006464309578
2022-09-30,2.3478383434903662,1.2873631494359905,1.1981162908197447
2022-10-03,2.3529445181011814,1.3213511512815568,1.2209785198108891
2022-10-04,2.3537723001040893,1.3622953401433824,1.2449892148754227
2022-10-05,2.3514157598574927,1.359123607203098,1.2406362972522367
2022-10-06,2.3484803445481575,1.345103105911761,1.2310064459633783
2022-10-07,2.345545025940674,1.3075829469284672,1.2077956292180698
2022-10-10,2.34463606779041,1.2975991966513525,1.2000933568607537
2022-10-11,2.3457533677912856,1.2893815249434781,1.1958353557219883
2022-10-12,2.3480284550023987,1.2851285194101119,1.193869807557586
2022-10-13,2.3410410264328925,1.3190444364163405,1.2112738439402877
2022-10-14,2.3398427536472513,1.2889850583258013,1.192064754777398
2022-10-17,2.34240725566086,1.3221080420966762,1.2114516609735386
2022-10-18,2.343524490911977,1.3376423250186293,1.220809468032309
2022-10-19,2.33914249546431,1.3281631686187634,1.211404615271237
2022-10-20,2.3364972019493035,1.3170260609088524,1.202377725039882
2022-10-21,2.342534630988608,1.3490317296667882,1.2206285932609544
2022-10-24,2.3419152869945914,1.365539157922628,1.228913429553919
2022-10-25,2.3441900746670017,1.3873448218850588,1.245517361582505
2022-10-26,2.3461753800491474,1.376892520151306,1.2420999483105342
2022-10-27,2.351054630733052,1.36953986651737,1.2406311122998492
2022-10-28,2.3475412296230824,1.4021222139918925,1.2570927719488902
2022-10-31,2.3440279444098673,1.3919942940357255,1.2499547190919924
2022-11-01,2.341692287408657,1.3859031250941576,1.2476004927707793
2022-11-02,2.340492248541879,1.3511221900136143,1.2279727268193343
2022-11-03,2.3361035672474264,1.3372098159814723,1.2185707604536695
2022-11-04,2.3386720337617555,1.3564564681400624,1.2290425366935245
2022-11-07,2.336602492698635,1.369431739258175,1.2345330918435427
2022-11-08,2.33888099596622,1.3768204353115918,1.2406300455116939
2022-11-09,2.3426087234008253,1.3484550509505786,1.2258723140877557
2022-11-10,2.355321833949385,1.4225582660027598,1.2768202353686187
2022-11-11,2.3547014191802798,1.4363264703562262,1.283864674788439
2022-11-14,2.352631798889822,1.424108090053233,1.2758750982997145
2022-11-15,2.354909847513193,1.4362543855165113,1.2861693544257118
2022-11-16,2.355158974523764,1.42529748990551,1.2834661140398442
2022-11-17,2.3522199620376005,1.420936357113325,1.2789520709162745
2022-11-18,2.3495708713945804,1.4273879502523357,1.2816989291662073
2022-11-21,2.3489506080588223,1.4221978418053167,1.2785855855895771
2022-11-22,2.350648884625915,1.4413363667043348,1.2915470365566684
2022-11-23,2.352636914190336,1.4504190564872774,1.29950541716376
2022-11-25,2.3528860472117192,1.4500946747093153,1.2994370993510762
2022-11-28,2.353424971250783,1.4269554412151781,1.2861477237964176
2022-11-29,2.352514901853437,1.4245045566705328,1.2829826941962266
2022-11-30,2.359429190881366,1.469377369287386,1.3112306075513496
2022-12-01,2.3708790450913115,1.4682960966943042,1.3150071161570098
2022-12-01,2.382384447079865,1.4672156197786603,1.318794501581108
2022-12-02,2.3853169766890416,1.4655228726108305,1.320068915568982
2022-12-05,2.3492507254678174,1.4391592358665586,1.3016726305668638
2022-12-06,2.3449706636166967,1.4184140790845385,1.2919474182517523
2022-12-07,2.3430533677740306,1.4160010139726955,1.295231558982798
2022-12-08,2.3607366515668686,1.427093910307719,1.2997603673560763
2022-12-09,2.3525831967134536,1.4164332047388777,1.2908480985591364
2022-12-12,2.351124309986059,1.4368542184465432,1.3021188874349683
2022-12-13,2.383081860077024,1.4477310193982875,1.3115120044582513
2022-12-14,2.382865580854731,1.4384749338201974,1.3076411838995305
2022-12-15,2.325186704959628,1.4032874022640178,1.2892139017452373
2022-12-16,2.320359238583893,1.3867971635762801,1.2787780233386883
2022-12-19,2.3154837783806026,1.3750375925646916,1.2691312277136741
2022-12-20,2.319839871792521,1.3769191239264704,1.2667285218172473
2022-12-21,2.344568668811618,1.3975074190206576,1.2794879182300392
2022-12-22,2.323104932929419,1.3775704232440238,1.268379798020177
2022-12-23,2.3245588834913193,1.3854945649411736,1.271002777280743
2022-12-27,2.340076101762714,1.380030887332475,1.2643110266707336
